activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,3303698,[],CHEMBL1120738,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,,,CHEMBL1155515,J. Med. Chem.,2010.0,"{'bei': '14.89', 'le': '0.30', 'lle': '3.44', 'sei': '7.47'}",CHEMBL1082458,,CHEMBL1082458,5.44,False,http://www.openphacts.org/units/Nanomolar,915999,=,1,True,=,,IC50,nM,,3617.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,3617.0
,3303702,[],CHEMBL1120738,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC[C@H](O)CCN1c2ccccc2N(c2c(F)cccc2F)S1(=O)=O,,,CHEMBL1155515,J. Med. Chem.,2010.0,"{'bei': '13.72', 'le': '0.28', 'lle': '3.12', 'sei': '7.22'}",CHEMBL1083428,,CHEMBL1083428,5.26,False,http://www.openphacts.org/units/Nanomolar,916247,=,1,True,=,,IC50,nM,,5500.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,5500.0
,3303717,[],CHEMBL1120738,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC[C@@H](O)CCN1c2ccccc2N(c2cccc(OC)c2)S1(=O)=O,,,CHEMBL1155515,J. Med. Chem.,2010.0,"{'bei': '14.81', 'le': '0.29', 'lle': '3.72', 'sei': '6.81'}",CHEMBL1085323,,CHEMBL1085323,5.59,False,http://www.openphacts.org/units/Nanomolar,916081,=,1,True,=,,IC50,nM,,2570.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,2570.0
,3344076,[],CHEMBL1169104,Binding affinity to human DAT,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(C)Cc1ccc2c(c1)OCO2,,,CHEMBL1165934,Bioorg. Med. Chem.,2010.0,"{'bei': '30.23', 'le': '0.57', 'lle': '4.27', 'sei': '19.16'}",CHEMBL43048,MIDOMAFETAMINE,CHEMBL43048,5.84,False,http://www.openphacts.org/units/Nanomolar,919381,=,1,True,=,,IC50,nM,,1442.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1442.0
,3344079,[],CHEMBL1169104,Binding affinity to human DAT,B,,,BAO_0000190,BAO_0000357,single protein format,CC(N)Cc1ccc2c(c1)OCO2,,,CHEMBL1165934,Bioorg. Med. Chem.,2010.0,"{'bei': '33.76', 'le': '0.64', 'lle': '4.74', 'sei': '13.60'}",CHEMBL6731,TENAMFETAMINE,CHEMBL6731,6.05,False,http://www.openphacts.org/units/Nanomolar,919382,=,1,True,=,,IC50,nM,,890.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,890.0
,3360058,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '25.78', 'le': '0.53', 'lle': '2.88', 'sei': '21.24'}",CHEMBL894,BUPROPION,CHEMBL894,6.18,False,http://www.openphacts.org/units/Nanomolar,924699,=,1,True,=,,IC50,nM,,660.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,660.0
,3360059,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,,CHEMBL1172928,RADAFAXINE,CHEMBL1172928,,False,http://www.openphacts.org/units/Nanomolar,924700,>,1,True,>,,IC50,nM,,100000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,uM,UO_0000065,,100.0
,3360060,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1NC(C)(C)CO[C@]1(O)c1cccc(Cl)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '24.25', 'le': '0.50', 'lle': '3.93', 'sei': '14.94'}",CHEMBL1172929,,CHEMBL1172929,6.20,False,http://www.openphacts.org/units/Nanomolar,924701,=,1,True,=,,IC50,nM,,630.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,630.0
,3360061,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccccc1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '26.99', 'le': '0.51', 'lle': '4.35', 'sei': '14.40'}",CHEMBL1173274,,CHEMBL1173274,5.97,False,http://www.openphacts.org/units/Nanomolar,924702,=,1,True,=,,IC50,nM,,1065.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1065.0
,3360062,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(F)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '24.49', 'le': '0.47', 'lle': '4.10', 'sei': '14.12'}",CHEMBL1173275,,CHEMBL1173275,5.86,False,http://www.openphacts.org/units/Nanomolar,924703,=,1,True,=,,IC50,nM,,1380.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1380.0
,3360063,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Br)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '18.24', 'le': '0.44', 'lle': '3.10', 'sei': '13.20'}",CHEMBL1173276,,CHEMBL1173276,5.48,False,http://www.openphacts.org/units/Nanomolar,924704,=,1,True,=,,IC50,nM,,3340.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,3340.0
,3360064,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc([C@]2(O)OCC(C)(C)N[C@H]2C)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '23.73', 'le': '0.45', 'lle': '3.66', 'sei': '13.46'}",CHEMBL1173277,,CHEMBL1173277,5.58,False,http://www.openphacts.org/units/Nanomolar,924705,=,1,True,=,,IC50,nM,,2600.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,2600.0
,3360065,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc([C@]2(O)OCC(C)(C)N[C@H]2C)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '19.08', 'le': '0.36', 'lle': '3.17', 'sei': '9.46'}",CHEMBL1173279,,CHEMBL1173279,4.80,False,http://www.openphacts.org/units/Nanomolar,924790,=,1,True,=,,IC50,nM,,16000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,16000.0
,3360066,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc([N+](=O)[O-])c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '18.48', 'le': '0.35', 'lle': '3.39', 'sei': '5.81'}",CHEMBL1173280,,CHEMBL1173280,4.92,False,http://www.openphacts.org/units/Nanomolar,924791,=,1,True,=,,IC50,nM,,12000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,12000.0
,3360067,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(F)cc1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '22.47', 'le': '0.43', 'lle': '3.62', 'sei': '12.96'}",CHEMBL1173353,,CHEMBL1173353,5.38,False,http://www.openphacts.org/units/Nanomolar,924792,=,1,True,=,,IC50,nM,,4200.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,4200.0
,3360068,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(Cl)cc1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '25.59', 'le': '0.53', 'lle': '4.28', 'sei': '15.78'}",CHEMBL1173354,,CHEMBL1173354,6.54,False,http://www.openphacts.org/units/Nanomolar,924793,=,1,True,=,,IC50,nM,,285.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,285.0
,3360069,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc([C@]2(O)OCC(C)(C)N[C@H]2C)cc1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '25.84', 'le': '0.49', 'lle': '4.15', 'sei': '14.65'}",CHEMBL1170441,,CHEMBL1170441,6.08,False,http://www.openphacts.org/units/Nanomolar,924794,=,1,True,=,,IC50,nM,,832.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,832.0
,3360070,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc([C@]2(O)OCC(C)(C)N[C@H]2C)cc1,,,CHEMBL1177712,J. Med. Chem.,2010.0,,CHEMBL1173355,,CHEMBL1173355,,False,http://www.openphacts.org/units/Nanomolar,924795,>,1,True,>,,IC50,nM,,100000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,uM,UO_0000065,,100.0
,3360071,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1177712,J. Med. Chem.,2010.0,,CHEMBL1173701,,CHEMBL1173701,,False,http://www.openphacts.org/units/Nanomolar,924796,>,1,True,>,,IC50,nM,,100000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,uM,UO_0000065,,100.0
,3360072,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(F)c(F)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '22.04', 'le': '0.43', 'lle': '3.77', 'sei': '13.66'}",CHEMBL1173427,,CHEMBL1173427,5.67,False,http://www.openphacts.org/units/Nanomolar,924882,=,1,True,=,,IC50,nM,,2140.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,2140.0
,3360073,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1NC(C)(C)COC1(O)c1ccc(Cl)c(Cl)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '24.66', 'le': '0.54', 'lle': '4.22', 'sei': '17.24'}",CHEMBL1173428,,CHEMBL1173428,7.16,False,http://www.openphacts.org/units/Nanomolar,924883,=,1,True,=,,IC50,nM,,70.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,70.0
,3360074,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cc(F)cc(F)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '23.29', 'le': '0.45', 'lle': '4.09', 'sei': '14.44'}",CHEMBL1173429,,CHEMBL1173429,5.99,False,http://www.openphacts.org/units/Nanomolar,924884,=,1,True,=,,IC50,nM,,1020.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1020.0
,3360075,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1NC(C)(C)COC1(O)c1cc(Cl)cc(Cl)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '17.52', 'le': '0.39', 'lle': '2.15', 'sei': '12.25'}",CHEMBL1173430,,CHEMBL1173430,5.08,False,http://www.openphacts.org/units/Nanomolar,924885,=,1,True,=,,IC50,nM,,8250.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,8250.0
,3360076,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(-c2cccc3ccccc23)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '14.39', 'le': '0.26', 'lle': '0.56', 'sei': '12.05'}",CHEMBL1173770,,CHEMBL1173770,5.00,False,http://www.openphacts.org/units/Nanomolar,924886,=,1,True,=,,IC50,nM,,10000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,10000.0
,3360077,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(-c2ccc3ccccc3c2)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '18.26', 'le': '0.33', 'lle': '1.90', 'sei': '15.29'}",CHEMBL1173771,,CHEMBL1173771,6.34,False,http://www.openphacts.org/units/Nanomolar,924887,=,1,True,=,,IC50,nM,,453.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,453.0
,3360078,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '24.80', 'le': '0.51', 'lle': '4.03', 'sei': '16.13'}",CHEMBL1173772,,CHEMBL1173772,6.69,False,http://www.openphacts.org/units/Nanomolar,924888,=,1,True,=,,IC50,nM,,204.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,204.0
,3360079,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '26.51', 'le': '0.54', 'lle': '4.47', 'sei': '18.13'}",CHEMBL1173597,,CHEMBL1173597,7.52,False,http://www.openphacts.org/units/Nanomolar,924984,=,1,True,=,,IC50,nM,,30.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,30.0
,3360080,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '20.27', 'le': '0.41', 'lle': '2.86', 'sei': '16.72'}",CHEMBL1171260,,CHEMBL1171260,5.47,False,http://www.openphacts.org/units/Nanomolar,924985,=,1,True,=,,IC50,nM,,3400.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,3400.0
,3360081,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c1ccc(Cl)cc1,,,CHEMBL1177712,J. Med. Chem.,2010.0,"{'bei': '20.54', 'le': '0.42', 'lle': '2.93', 'sei': '16.95'}",CHEMBL1173598,,CHEMBL1173598,5.54,False,http://www.openphacts.org/units/Nanomolar,924986,=,1,True,=,,IC50,nM,,2870.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,2870.0
,3360082,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1NC(C)(C)COC1(O)c1cccnc1,,,CHEMBL1177712,J. Med. Chem.,2010.0,,CHEMBL1173599,,CHEMBL1173599,,False,http://www.openphacts.org/units/Nanomolar,924987,>,1,True,>,,IC50,nM,,100000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,uM,UO_0000065,,100.0
,3360083,[],CHEMBL1176113,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1NC(C)(C)COC1(O)c1ccccn1,,,CHEMBL1177712,J. Med. Chem.,2010.0,,CHEMBL1173600,,CHEMBL1173600,,False,http://www.openphacts.org/units/Nanomolar,924988,>,1,True,>,,IC50,nM,,100000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,uM,UO_0000065,,100.0
,3363566,[],CHEMBL1176745,Inhibition of [3H]dopamine reuptake at human DAT expressed in pig LLCPK cells after 1 hr,B,,,BAO_0000190,BAO_0000219,cell-based format,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,,,CHEMBL1177725,J. Med. Chem.,2010.0,"{'bei': '30.40', 'le': '0.66', 'lle': '5.44', 'sei': '40.92'}",CHEMBL1173532,"1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",CHEMBL1173532,8.70,False,http://www.openphacts.org/units/Nanomolar,925842,=,1,True,=,,IC50,nM,,1.995,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,pIC50,,UO_0000065,,8.7
,3380841,[],CHEMBL1212511,Displacement of [3H]BTCP from human recombinant dopamine transporter expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C/C(=N\OC(=O)Nc1ccccc1)c1cccc(-c2cccs2)c1,,,CHEMBL1208724,Bioorg. Med. Chem. Lett.,2010.0,,CHEMBL1210154,,CHEMBL1210154,,False,http://www.openphacts.org/units/Nanomolar,928039,>,1,True,>,,IC50,nM,,10000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,10000.0
,3414404,[],CHEMBL1228922,Inhibition of dopamine reuptake at human dopamine transporter expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCC(c1ccc2ccccc2c1)n1ncnn1,,,CHEMBL1221386,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '22.07', 'le': '0.40', 'lle': '3.84', 'sei': '13.26'}",CHEMBL1224224,,CHEMBL1224224,6.21,False,http://www.openphacts.org/units/Nanomolar,938001,=,1,True,=,,IC50,nM,,616.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,616.0
Not Determined,3414445,[],CHEMBL1228922,Inhibition of dopamine reuptake at human dopamine transporter expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,,CHEMBL1221386,Bioorg. Med. Chem. Lett.,2010.0,,CHEMBL41,FLUOXETINE,CHEMBL41,,False,,937998,,1,False,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
,3414448,[],CHEMBL1228922,Inhibition of dopamine reuptake at human dopamine transporter expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,,CHEMBL1221386,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '18.51', 'le': '0.35', 'lle': '2.09', 'sei': '15.70'}",CHEMBL637,VENLAFAXINE,CHEMBL637,5.13,False,http://www.openphacts.org/units/Nanomolar,937999,=,1,True,=,,IC50,nM,,7340.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,7340.0
,3414451,[],CHEMBL1228922,Inhibition of dopamine reuptake at human dopamine transporter expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccc(C23CNCC2C3)cc1Cl,,,CHEMBL1221386,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '30.81', 'le': '0.69', 'lle': '4.18', 'sei': '58.42'}",CHEMBL528995,,CHEMBL528995,7.03,False,http://www.openphacts.org/units/Nanomolar,938000,=,1,True,=,,IC50,nM,,93.8,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,93.8
,3414454,[],CHEMBL1228922,Inhibition of dopamine reuptake at human dopamine transporter expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCC(c1ccc(Cl)c(Cl)c1)n1ncnn1,,,CHEMBL1221386,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '23.68', 'le': '0.51', 'lle': '4.59', 'sei': '15.17'}",CHEMBL1224303,,CHEMBL1224303,7.11,False,http://www.openphacts.org/units/Nanomolar,938093,=,1,True,=,,IC50,nM,,78.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,78.0
,3414457,[],CHEMBL1228922,Inhibition of dopamine reuptake at human dopamine transporter expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNCCC(c1ccc(Cl)c(Cl)c1)n1ncnn1,,,CHEMBL1221386,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '24.24', 'le': '0.53', 'lle': '4.76', 'sei': '12.47'}",CHEMBL1224381,,CHEMBL1224381,6.94,False,http://www.openphacts.org/units/Nanomolar,938179,=,1,True,=,,IC50,nM,,116.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,116.0
,3414460,[],CHEMBL1228922,Inhibition of dopamine reuptake at human dopamine transporter expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(C)n1,,,CHEMBL1221386,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '24.11', 'le': '0.52', 'lle': '4.75', 'sei': '13.01'}",CHEMBL1224382,,CHEMBL1224382,7.24,False,http://www.openphacts.org/units/Nanomolar,938180,=,1,True,=,,IC50,nM,,58.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,58.0
,3414463,[],CHEMBL1228922,Inhibition of dopamine reuptake at human dopamine transporter expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(-n2nccn2)n1,,,CHEMBL1221386,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '19.92', 'le': '0.42', 'lle': '5.28', 'sei': '8.15'}",CHEMBL1224383,,CHEMBL1224383,7.04,False,http://www.openphacts.org/units/Nanomolar,938181,=,1,True,=,,IC50,nM,,91.7,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,91.7
,3414466,[],CHEMBL1228922,Inhibition of dopamine reuptake at human dopamine transporter expressed in CHO cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNCCC(c1ccc2ccccc2c1)n1ncnn1,,,CHEMBL1221386,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '22.09', 'le': '0.40', 'lle': '3.88', 'sei': '10.62'}",CHEMBL1224227,,CHEMBL1224227,5.91,False,http://www.openphacts.org/units/Nanomolar,938004,=,1,True,=,,IC50,nM,,1240.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1240.0
,3437299,[],CHEMBL1247882,Binding affinity to human recombinant dopamine transporter,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,,,CHEMBL1240532,Science,2010.0,,CHEMBL1082723,CIPARGAMIN,CHEMBL1082723,,False,http://www.openphacts.org/units/Nanomolar,954993,>,1,True,>,,IC50,nM,,10000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,uM,UO_0000065,,10.0
,3554682,[],CHEMBL1285516,Binding affinity to human DAT,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)[C@@H]1CC[C@H](c2c[nH]c3ccc(C#N)cc23)C1,,,CHEMBL1275372,J. Med. Chem.,2010.0,"{'bei': '20.37', 'le': '0.37', 'lle': '1.92', 'sei': '12.05'}",CHEMBL1275709,,CHEMBL1275709,5.16,False,http://www.openphacts.org/units/Nanomolar,968381,=,1,True,=,,IC50,nM,,6900.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,6900.0
